"আপনাদের কার্ড নিবো, ইনারেস্ত রেট জানা দরকার",4.0
ইন্টারেস্ট রেট কতো ছারজ করেন কেদিট কার্ডে,4.0
ব্যাংক অ্যাকাউন্ট এর থেকে ফোনে ফ্লেক্সি দিয়ে দে,5.0
ক্লাসিক  কার্ডে বছরে কি কি বিল কাটবেন?,1.0
ক্রেডিট কার্ড নিতে চেলে কত বেতন পেতে হবে?,2.0
মাসিক কেমন আয় করলে ক্রেডিট কার্ড লইতে পারুম?,2.0
ব্র্যাক ব্যাংক এর ক্রেডিট কার্ডে কি সুবিধা আছে?,3.0
ক্রেডিট কার্ডে মাসিক ইন্টারেস্ট চচার্জ কেমন,4.0
আপনাদের সিগনেচার ক্রেডিট কার্ডে এখন কি অফার পাওয়া যায়?,3.0
ব্র্যাকের ক্রেডিট  কার্ডে বছরে কি কি খরচ কাটবেন?,1.0
কোন জিনিস চান আপনারা ক্রেডিট কার্ড খোলার জন্য?,6.0
"আপনাদের কারড নিতে চাই, মন্থলি ইন্টারেস্ট রেট বলেন",4.0
ক্রেডিট  কার্ডে বাৎসরিক বিল কত হবে?,1.0
"গোল্ড কার্ড নিব, অফার কি আছে?",3.0
ক্রেডিট কার্ড নাওয়ার জন্য কত টাকা মাসিক বেতন দেখান লাগব?,2.0
"ব্র্যাক বাঙ্কের ক্রেডিট কার্ড নিতে চাই, কি সুবিধা পাওয়া যাবে?",3.0
"সিগনেচার কার্ড নিব, ফ্যাসিলিটিস কি?",3.0
ক্রেডিট কার্ড নিতে হইলে কত স্যালারি পাওয়া লাগব?,2.0
ইন্টারেস্ট রেট জানতে চাই ক্রেডিট কার্ডের,4.0
৯০ টাকা টপআপ করেন,5.0
কোথায় কোথায় চার্জ কাটবে?,1.0
ক্রেডিট কার্ড নেয়ার জন্য আয় ঠিক আছে কিনা কিভাবে জানব?,2.0
ব্র্যাকের ক্রেডিট  কার্ডে কত খরচ কাটবেন বছরে?,1.0
"কার্ড নিব, ফ্যাসিলিটিস কি পাওয়া যাবে?",3.0
ক্রেডিট কার্ড এর জন্য কত টাকা দেখান লাগবো?,2.0
স্যার ক্রেডিট কার্ডের ইন্টারেস্ট রেট কত আপনাদের বলেন প্লিস,4.0
ক্রেডিট কার্ড নেওয়ার জন্য কত টাকা বেতন ধরা লাগব?,2.0
ব্রাক ব্যাংকের ক্রেডিট কার্ডে কি সুবিধা আছে?,3.0
আপনাদের ক্রেডিট কার্ডে কি সুবিধা দেন?,3.0
"ক্রেডিট কার্ড লাগবে, ইনকাম কত হলে নিতে পারব?",2.0
আই নীড টু ফ্লেক্সিলোড,5.0
ব্রাক ব্যাংকের ক্রেডিট কার্ডে কি সুবিধা পাওয়া যায়?,3.0
ক্রেডিট কার্ড পাবার জন্য কত বেতন পাওয়া লাগবে?,2.0
ক্রেডিট কার্ড নিতে চাইলে কি জিনিস জমা নেয়া হবে?,6.0
ব্র্যাক ব্যাংকের ক্রেডিট কার্ডের জন্য কোন কাগজপত্র নেন আপনারা?,6.0
আপনাদের কাছ থেকে ক্রেডিট কার্ড নিতে গেলে কোন কাগজপাতি নঈয়ে আসতে হবে?,6.0
সিগনেচার  কার্ডে ফিসের বেপারটা বলেন।,1.0
ফোন রিচারজ লাগবে,5.0
ক্রেডিট কার্ড মাসিক সুদ চার্জ করেন কতো,4.0
ক্রেদিত কার্ড খুলতে হলে কোন জিনিস দিতে হবে?,6.0
মিনিমাম মাসিক কত টাকা আয় করলে ক্রেডিট কার্ড দিবেন?,2.0
ক্রেডিট কার্ড নিতে চাইলে আপনাদের কে কোন জিনিসপাতি দিতে হবে?,6.0
"আপনাদের ক্রেডিট কার্ড নিতে চাই, কোন কাগজপত্র নেয়া হবে আপনারা?",6.0
ক্রেডিট কার্ডে ইন্টারেস্ট কত চার্জ,4.0
আপনারা কার্ডের জন্য কি কাগজপত্র চান?,6.0
ক্রেডিট কার্ড খুলতে হলে কি কি জিনিস দিতে হবে?,6.0
আপনারা বছরে কত ফি কাটেন?,1.0
আপনাদের ক্রেদিত কার্ড নিতে কি কি জিনিস লাগবে?,6.0
ব্র্যাকের ক্রেডিট  কার্ডে কার্ডের খরচ কত হয়?,1.0
ক্রেডিট কার্ডের জন্য দরকারি ডকুমেন্ট সম্পর্কে জানালে ভাল হত,6.0
আমার ব্যাংকিং এমাউন্ট থেকে কিছু এমাউন্ট ফ্লেক্সিলোড দে,5.0
কার্ড নিলে আমার মাসে ইন্তেরেস্ত কত দিতে হবে,4.0
কার্ড এর ফেসিলিটিস কেমন?,3.0
ক্রেডিট কার্ড নেওয়ার জন্য কত বেতন পাওয়া লাগবে?,2.0
মাসে শেষে কত থাকলে ক্রেডিট কার্ড নিতে পারব?,2.0
ক্রেডিট কার্ডের ফি কত?,1.0
ক্রেডিট কার্ড নিতে চাইলে কোন কাগজপাতি জমা নিবেন?,6.0
আমি কি কি ফ্যাসিলিটিস পাবো ব্রাক ব্যাংক এর ক্রেডিট কার্ড নিলে?,3.0
আপনারা ক্রেডিত কার্ডের জন্য কোন কাগজপত্র নেন?,6.0
ক্লাসিক  কার্ডে ব্র্যাকে কোথায় কোথায় বিল কাটে?,1.0
ভাই ফোনে ১৫০ টাকা টপ আপ করেন,5.0
তথ্য লাগবে ক্রেডীট কার্ডের খরচের,1.0
কিসের কিসের চার্জ কাটবেন?,1.0
স্যার ইন্টারেস্ট রাতে কতও আপনাদের ক্রেডিট কার্ডের,4.0
গোল্ড কার্ডে ফিসের বিষয়টা বুঝান।,1.0
এই নং এ মোবাইলে ফ্লেক্সিলোড দেন ভাউ,5.0
কার্ড এর টাকা কতো সুদ,4.0
ক্রেডিট কার্ড খুলতে হলে কোন ডকুমেন্টস দিতে হবে?,6.0
কার্ডের ফেসিলিটি কেমন?,3.0
প্লাটিনাম  কার্ডে এত বিল  কেন আসে?,1.0
আমার প্রতি মাসে স্যালারী কত হলে ক্রেডিট কার্ড নিতে পারব?,2.0
ক্রেডীট কার্ড চাইলে কত করে ফি দিতে হবে বছরে?,1.0
নূন্যতম কত বেতন পাইলে ক্রেডিট কার্ড নেওয়া যাবে?,2.0
ক্লাসিক কার্ড সুদ হার??,4.0
"কার্ড নিতে চাই, মাসিক সুদ কত",4.0
ক্রেডিট কার্ড এ আপনারা কি ফেসিলিটিস দেন?,3.0
কার্ড নিলে ইন্টারেস্ট কত আসবে মাসে,4.0
আপনারা ক্রেডিট কার্ড এ কি কি ফেসিলিটি দেন?,3.0
আপনারা ক্রেডিট কার্ডে কি ফেসিলিটি দেন?,3.0
আমি কি ফ্যাসিলিটি পাবো ব্রাক ব্যাংক এর ক্রেডিট কার্ড নিলে?,3.0
ক্রেদিত কার্ড এর মাসিক ইন্টারেস্ট জানতে চাই,4.0
ব্র্যাকের ক্রেডিট কার্ড নিতে চাইলে কোন কাগজপত্র জমা দিবো?,6.0
সুদের হার কত ক্রেডিট কার্ডে,4.0
ইন্তেরেস জানতে চাই ক্রেডিট কার্ডের,4.0
"হাই, আপনাদের মান্থলি ইন্টারেস্ট কতো ক্রেডিট কার্ড এর",4.0
সিমে রিচাজ লাগবে,5.0
"আপনাদের ক্রেডিট কার্ড নিতে চাই, কোন কাগজ নেন আপনারা?",6.0
ক্রেডিট কার্ডের জন্য কোন কাগজপাতি জমা দিতে হবে?,6.0
"গোল্ড কার্ড নিব, ফ্যাসিলিটিস কি আছে?",3.0
ক্রেডিট কার্ড এ আপনারা কি কি ফেসিলিটিস দেন?,3.0
"আচ্ছা বলেন তো , মাসে ইন্টারেস্ট কত কাটেন আপনারা ক্রেডিট কার্ড এ",4.0
প্লাটিনাম  কার্ডে কিসের কিসের চার্জ কাটবেন?,1.0
মাসিক কত বেতন ধরিলে ক্রেডিট কার্ড দিবেন?,2.0
"কার্ড নিতে চাই, সুবিধা কি পাওয়া যায়?",3.0
"কার্ড নিতে চাই, ফ্যাসিলিটি কি পাওয়া যায়?",3.0
ক্লাসিক  কার্ডে  চার্জ কত নিবে বুঝান।,1.0
ক্রেডিট কার্ড খুলতে হলে কি কাগজপত্র দিতেহ হবে?,6.0
ব্রাদার শ টাকা মোবাইলে ফ্লেক্সিলোড ব্যাংক একাউন্ট থেকে দিতে হবে,5.0
ক্রেডিট কার্ড নিতে চাইলে বছরে কত দিতে হবে?,1.0
যদি আপনাদের ক্রেদিত কার্ড নেই কোন জিনিস জমা নিবেন?,6.0
গোল্ড কার্ড এর টাকা কতো সুদ এর রেট,4.0
সিগনেচার  কার্ডে কিসের কিসের বিল কাটবেন?,1.0
ক্রেডিত কার্ড খুলতে হলে কোন কাগজপত্র আপনাদের দিতে হবে?,6.0
আপনাদের সিগনেচার ক্রেডিট কার্ড এ এখন কি কি অফার আছে?,3.0
সুন ব্যাংক অ্যাকাউন্ট দিইয়ে লোড দরকার,5.0
"আপনাদের ক্রেডিট কার্ড নিবো, মাসে কতো রেট",4.0
কত পড়ে খরচ ক্রেডিট কার্ডে?,1.0
আমি কি সুযোগ সুবিধা পাবো ব্র্যাক ব্যাংকের ক্রেডিট কার্ড নিলে?,3.0
"কার্ড নিতে চাই, ফ্যাসিলিটিস কি পাবো?",3.0
ব্র্যাকের ক্রেডিত কার্ড নিতে চাইলে কোন জিনিস জমা দিব?,6.0
ফনে রিচারজ জরুরি,5.0
ক্রেডিট কার্ড পাইতে চাইলে  মাসিক কত টাকা বেতন দেখান লাগবে?,2.0
ক্রেডিট কার্ড নিতে চাইলে আপনাদেরকে কোন জিনিস দিতে হবে?,6.0
ক্রেডিত কার্ড নিতে চাইলে কোন জিনিস জমা নিবেন?,6.0
ক্রেডিট কার্ড নিতে চাইলে কি জিনিস জমা নিবেন?,6.0
ব্র্যাক ব্যাংকের ক্রেডিত কার্ডের জন্য কোন জিনিস নেয়া হবে আপনারা?,6.0
আম্নেগো   গোল্ড কার্ডের কতটাকা ইন্তেরেস্ত আসে,4.0
আমি কি ফ্যাসিলিটিস পাবো ব্রাক ব্যাংক এর ক্রেডিট কার্ড নিলে?,3.0
"গোল্ড কার্ড নিব, ফ্যাসিলিটিস কি?",3.0
আপনাদের মাসিক ইন্টারেস্ট চার্জ করেন কত ক্রেডিট কার্ডে,4.0
ব্র্যাকের ক্রেডিট  কার্ডে বিলের হিসাবটা বলেন।,1.0
গোল্ড কার্ডে তোমরা ফি রাখ কত?,1.0
ক্রেডিট কার্ড নেওয়ার জন্নি সুদ কতো হয়,4.0
ক্লাসিক  কার্ডে কার্ডের বিল কত?,1.0
আপনারা কোন কাগজপাতি নিবেন ক্রেডিট কার্ড খুলতে?,6.0
ব্র্যাকের ক্রেডিট  কার্ডে আপনাদের বছরে খরচ কত?,1.0
মাসিক কত টাকা কামাইলে ক্রেডিট কার্ড লইতে পারবো?,2.0
মাসিক কত টাকা ইনকাম করলে ক্রেডিট কার্ড পাওয়া যাবে?,2.0
এই নাম্বারে এখনি রিচার্জ করে দে,5.0
আমি কি সুবিধা পাবো ব্রাক ব্যাংকের ক্রেডিট কার্ড নিলে?,3.0
ক্রেডিট কার্ড নিতে হলে কোন কাগজ জমা দিতে হবে?,6.0
আমি সিগনেচার কার্ড নিব এইটা তে কি ইন্তেরেস্ত রেট বেশি?,4.0
ব্র্যাক ব্যাংকের ক্রেডিট কার্ডের জন্য কোন ডকুমেন্টস নেয়া হবে আপনারা?,6.0
মোবাইলে ফ্লেক্সিলোড ৪০ টাকা প্লিজ,5.0
গোল্ড কার্ড সুদ হার??,4.0
আপনাদের প্লাটিনাম ক্রেডিট কার্ড এ এখন কি অফার আছে?,3.0
স্যার ইন্টারেস্ট রেট কতো আপনাদের জানাবেন প্লিস ক্রেডিট কার্ডের,4.0
ব্র্যাকের ক্রেডিট  কার্ডে কত খরচ রাখেন?,1.0
আপনারা কোন জিনিস নিবেন ক্রেডিত কার্ড খুলতে?,6.0
ইন্টারেস্ট জানব ক্যামনে ক্রেডিট কার্ডের,4.0
মাসিক কত বেতন হলে ক্রেডিট কার্ড দিবেন?,2.0
ক্রেডিট কার্ডের সুদের হার বল,4.0
ক্রেদিত কার্ড পেতে হলে আপনাদের কোন দরকারি জিনিস দিতে হবে?,6.0
ক্রেডিট কার্ড পাবার জন্য কত টাকা বেতন পাওয়া লাগবে?,2.0
বছরে ইন্টারেস্ট কত ক্রেডিট কার্ডে,4.0
"ক্রেডিট কার্ড লাগবে , ইনকাম কত হইলেই চলে?",2.0
ক্রেডিট কার্ড নিতে আপনার কি দরকারি কাগজপত্র নিবেন?,6.0
মাত্র ত্রিশ টাকা দয়া করে দ্রুত করেন স্যার,5.0
ফোনে রিচাজ কর,5.0
মাসিক ইন্টারেস্ট কতো ক্রেডিট কার্ডে,4.0
ক্রেডিট কার্ড দিবেন মাসিক কত বেতন হলে?,2.0
ক্রেডিট কার্ড নিতে চাইলে কত স্যালারি পাওয়া লাগবে?,2.0
প্লাটিনাম  কার্ডে বছরে চার্জ কত বলেন?,1.0
"ক্রেডিট কার্ড নিব, সুবিধা কেমন?",3.0
গোল্ড  কার্ডে চার্জের ব্যাপারটা বুঝান।,1.0
ব্র্যাকের ক্রেডিত কার্ড নিতে হলে কোন কাগজপত্র জমা দিবো?,6.0
"ক্লাসিক কার্ড নিব, সুবিধা কি আছে?",3.0
ক্রেডিত কার্ডের জন্য কিসের কাগজ নিয়ে যাব?,6.0
ক্রেডিট কারড করতে কি নিয়ে আসতে হবে?,6.0
ক্রেদিত কার্ডের জন্য কি কাগজ নিয়ে যাব ব্রাঞ্চে?,6.0
গোল্ড  কার্ডে আপনাদের কার্ডে চার্জ কত বছরে?,1.0
ক্রেডিট কার্ডের জন্য কোন কাগজ জমা দিতে হবে?,6.0
ক্রেডীট কার্ড এর খরচ এর খবর কই পাব,1.0
ব্র্যাকের ক্রেডিট  কার্ডে খরচ  কত বলেন।,1.0
গোল্ড  কার্ডে কোন কার্ডে বিল কত?,1.0
ক্লাসিক  কার্ডে বাৎসরিক বিল কত হবে?,1.0
"কার্ড নিব, সুবিধা কি?",3.0
আপনারা কার্ডের জন্য কোন ডকুমেন্টস চান?,6.0
মাসে কত টাকা বেতন আয় করলে ক্রেডিট কার্ড পাওয়া যাবে?,2.0
চার্জের বিষয়টা বুঝান।,1.0
সিগনেচার  কার্ডে চার্জের হিসাবটা বলেন।,1.0
আপনাদের ইন্তেরেস্ত চার্জ করেন কত ক্রেডিট কার্ডে,4.0
স্যারইন্টারেস্ট রাতে কত আপনাদের ক্রেডিট কার্ডের জানান,4.0
প্লাটিনাম  কার্ডে বছরে কি কি বিল কাটবেন?,1.0
এত টাকা চার্জ করেন?,1.0
ব্র্যাক ব্যাংকের ক্রেডিট কার্ডে কি সুবিধা পাওয়া যায়?,3.0
আপনি আমার নাম্বারে ফ্লেক্সি করে দেন,5.0
"আপনাদের ক্রেদিত কার্ড নিতে চাই, কোন জিনিস নেয়া হবে আপনারা?",6.0
ক্রেডীট কার্ড নেয়ার জন্য ইনকাম যথেষ্ট কিনা কিভাবে বুঝবো?,2.0
ব্র্যাক ব্যাংকের ক্রেডিট কার্ডের জন্য কোন ডকুমেন্টস নেন আপনারা?,6.0
"আমি ২০০০০ টাকা কামাই প্রতি মাসে, আমাকে কি ক্রেডিট কার্ড দিবে?",2.0
ক্লাসিক  কার্ডে বছরে কি কি চার্জ কাটবেন?,1.0
আপনাদের সিগনেচার ক্রেডিট কার্ড এ এখন কি কি অফার পাওয়া যায়?,3.0
"সিগনেচার কার্ড নিব, ফ্যাসিলিটি কি আছে?",3.0
ব্র্যাক ব্যাংকের ক্রেডিট কার্ডের জন্য কোন জিনিস নেন আপনারা?,6.0
ক্রেডিট কার্ডে আপনাদের সুদের রেট কত,4.0
গোল্ড  কার্ডে এক বছরে বিল কত কাটবে?,1.0
আপনাদের ক্রেডিট কার্ড এ এখন কি কি অফার আছে ?,3.0
আমি কি ফ্যাসিলিটি পাবো ব্র্যাক ব্যাংক এর ক্রেডিট কার্ড নিলে?,3.0
ক্লাসিক কার্ডে আপনারা বছরে কত ফি কাটেন?,1.0
"কার্ড নিব, সুবিধা কি আছে?",3.0
ক্রেডিট কার্ডের ফ্যাসিলিটিস কেমন?,3.0
ক্রেডিট কার্ড এ আপনারা কি সুযোগ সুবিধা দেন?,3.0
ব্র্যাক ব্যাংকের ক্রেদিত কার্ডের জন্য কোন কাগজপত্র নেন আপনারা?,6.0
"সিগনেচার কার্ড নিব, ফেসিলিটি কেমন?",3.0
"কার্ড নিব, ফ্যাসিলিটি কেমন আছে?",3.0
ক্রেডিট কার্ডে আপনারা কি ফেসিলিটি দেন?,3.0
ক্রেডিট কার্ডের ফ্যাসিলিটিস কেমন?,3.0
যদি আপনাদের ক্রেডিত কার্ড নেই কোন কাগজপত্র জমা নিবেন?,6.0
"ক্রেডিট কার্ড নিব, মাসিক সুদের হার কতো",4.0
ক্রেডিট কার্ডের জন্য কিসের কাগজ নিয়ে যাব?,6.0
আপনাদের ক্লাসিক ক্রেডিট কার্ড এ এখন কি অফার পাওয়া যায়?,3.0
আপনারা কোন কাগজপত্র নিবেন ক্রেডিত কার্ড খুলতে?,6.0
প্লাটিনাম  কার্ডে কার্ডের বিল কত?,1.0
মাসিক বেতন কত হলে ক্রেডিট কার্ড নিতে পারবো?,2.0
ব্র্যাকের ক্রেডিট কার্ড নিতে হলে কোন কাগজ জমা দিব?,6.0
কার্ড এর টাকা কতো সুদের রেট,4.0
আপনারা ক্রেডিট কার্ডের জন্য কি কি কাগজপত্র নেয়া হবে?,6.0
আপনাদের ক্রেদিত কার্ড নিতে কি কি ডকুমেন্টস লাগবে?,6.0
"ক্রেডিট কার্ড নিতে চাই, ফেসিলিটিস কি পাবো?",3.0
ক্রেডিট কার্ড খুলতে হলে কোন কাগজ দিতেহ হবে?,6.0
ক্রেডিট কার্ড নেওয়ার জন্য কত টাকা মাসিক বেতন দেখানো লাগবে?,2.0
ক্রেডিত কার্ড করতে কি নিয়ে আসতে হবে?,6.0
ক্রেডিট কার্ডে চার্জ কত interest,4.0
প্লাটিনাম  কার্ডে আপনারা কার্ডের বিল কত রাখেন?,1.0
"ক্রেডিট কার্ড নিব, অফার কেমন?",3.0
ব্রাক ব্যাংক এর ক্রেডিট কার্ড এ কি সুবিধা আছে?,3.0
প্লাটিনাম  কার্ডে বছরে কি কি চার্জ কাটবেন?,1.0
তুই আজেন্ট আমার মোবাইলে ফ্লেক্সিলোড কর,5.0
"ভাই, প্লাতিনুম আর সিগ্নাতুর চ্রেদিত কার্ডে বছরে বিল কত?",1.0
কি রকম চার্জ কাটা হয় ক্রেডিট কার্ডে?,1.0
মাসে কত টাকা বেতন আয় করলে ক্রেডিট কার্ড নাওয়া যাবে?,2.0
"গোল্ড কার্ড নিব, ফ্যাসিলিটি কি আছে?",3.0
"কার্ড নিব, সুবিধা কি আছে?",3.0
"ক্রেডিট কার্ড নিতে চাই, সুদ এর হার কত",4.0
ক্রেডিট  কার্ডে অ্যানুয়াল ফিয়ের হিসাব বলেন।,1.0
কি কাগজপাতি লাগবে ক্রেদিত কার্ডের জন্য?,6.0
ব্রাকের কার্ডে ফি কত?,1.0
বার্ষিক বিল কি রকম আসে ক্রেডিট কার্ডের?,1.0
এই সিমে কিছু এমাউন্ট তুলে দেন,5.0
সর্বনিম্ন মাসিক কত টাকা বেতন পাইলে ক্রেডিট কার্ড নিতে পারবো?,2.0
ওস্তাদ ইন্তেরাস্ত রেট কত ক্রেডিট কার্ডে,4.0
গোল্ড  কার্ডে আপনাদের কার্ডে বছরে বিল কত হয়?,1.0
মাসিক কত টাকা ইনকাম করলে ক্রেডিট কার্ড দেওয়া যাবে?,2.0
আগে ইন্টারেস্ট রেট ক ক্রেডিট কার্ডের,4.0
ক্লাসিক কার্ডে কত ফি রাখেন?,1.0
ইন্টারেস্ট জানবো ক্যামনে ক্রেডিট কার্ডের,4.0
"আপনাদের ক্রেডিট কার্ড নিতে চাই, কোন জিনিসপাতি নেন আপনারা?",6.0
দ্রুত মোবাইলে ফ্লেক্সি করেন,5.0
আপনারা কোন জিনিসপাতি নেয়া হবে ক্রেডিট কার্ড খুলতে?,6.0
"গোল্ড কার্ড নিব, অফার কেমন?",3.0
ক্রেডিত কার্ড পেতে হলে আপনাদের কোন দরকারি কাগজপত্র দিতে হবে?,6.0
আপনারা কার্ডের জন্য কোন কাগজপত্র চান?,6.0
মান্থলি সুদ এর হার কতো ক্রেডিট কার্ডে,4.0
যদি আপনাদের ক্রেদিত কার্ড নিতে চাই কোন জিনিস জমা নেয়া হবে?,6.0
আমি কি কি ফ্যাসিলিটি পাবো আপনাদের ক্রেডিট কার্ড নিলে?,3.0
কি কি কাগজপাতি লাগবে ক্রেডিট কার্ডের জন্য?,6.0
ক্রেদিত কার্ডের জন্য কি কাগজ নিয়ে যাব ব্রাঞ্চে?,6.0
আপনাদের ক্রেডিট কার্ডে কি ফ্যাসিলিটি দেন?,3.0
ক্রেডিট কার্ড খুলতে হলে কোন কাগজপাতি আপনাদের দিতে হবে?,6.0
ক্রেডিট কার্ড নিতে চেলে কত বেতন লাগবে?,2.0
"ক্রেডীট কার্ড নিব, কত টাকা দিতে হবে বছরে?",1.0
ব্যাংক একাউন্ট দ্বারা ফ্লেক্সি হয়,5.0
ফ্লেক্সি হবে ৫০০ টাকা কুইক,5.0
অ্যানুয়াল ফিএর হিসাবটা বলেন।,1.0
সিগনেচার  কার্ডে কত বিল কাটবেন বছরে?,1.0
ক্রেডিট কার্ড পাইতে চাইলে  মাসিক কত টাকা বেতন দেখান লাগব?,2.0
ক্রেডিট কার্ড নিতে চাইলে কোন জিনিসপাতি জমা নেয়া হবে?,6.0
যদি আপনাদের ক্রেডিট কার্ড নেই কোন কাগজপত্র জমা নিবেন?,6.0
যদি আপনাদের ক্রেডিট কার্ড নেই কি কি জিনিস জমা নেয়া হবে?,6.0
ক্রেডিট কার্ড এ আপনারা কি কি সুযোগ সুবিধা দেন?,3.0
ক্রেডিট কার্ড নিতে চাইলে আপনাদের কে কোন জিনিস দিতে হবে?,6.0
ক্রেডিট  কার্ডে চার্জ কত রাখবেন?,1.0
স্যার ক্রেডিট কার্ডের সুদ হার কত আপনাদের জানান,4.0
মাসিক কত টাকা স্যালারি ইনকাম করলে ক্রেডিট কার্ড লইতে পারুম?,2.0
আপনাদের কার্ড এ আমি কি সুবিধা পাবো?,3.0
"আপনাদের ক্রেডিট কার্ড নিতে চাই, কোন কাগজপত্র জমা দিতে হবে?",6.0
আমি কি কি ফেসিলিটিস পাবো ব্রাক ব্যাংক এর ক্রেডিট কার্ড নিলে?,3.0
মাসিক কত টাকা আয় করলে ক্রেডিট কার্ড নাওয়া যাবে?,2.0
প্লাটিনাম  কার্ডে ফিসের হিসাব টা বলেন?,1.0
ব্র্যাকের ক্রেডিট  কার্ডে এত খরচ রাখলে হবে?,1.0
ব্র্যাক ব্যাংকের ক্রেদিত কার্ডের জন্য কোন কাগজপত্র নেয়া হবে আপনারা?,6.0
ক্রেদিত কার্ডের জন্য কি জিনিস নিয়ে যাব ব্রাঞ্চে?,6.0
যদি আপনাদের ক্রেডিট কার্ড নিতে চাই কোন কাগজ জমা নিবেন?,6.0
"ক্রেডিট কার্ড নিভ, মাসিক সুদ কত",4.0
লোড দে তো আমার ফোনে,5.0
ক্রেডিট  কার্ডে এক বছরে কত চার্জ কাটবেন?,1.0
ক্রেডিট  কার্ডে ব্র্যাকে কোথায় কোথায় বিল কাটে?,1.0
নূন্যতম মাসিক কত টাকা আয় করলে ক্রেডিট কার্ড করা যাবে?,2.0
আপনারা ক্রেডিট কার্ডের জন্য কোন কাগজপাতি নেয়া হবে?,6.0
আমাকে মোবাইলে ফ্লেক্সিলোড প্লিজ,5.0
ক্রেডিট কার্ড নিতে আপনার কি কি দরকারি কাগজপত্র নিবেন?,6.0
ফ্লেক্সি করে দেন,5.0
